,,Total Grains/Cereals-Area Harvested-1000 Ha,Total Grains/Cereals-Yield-MT / Ha,Total Grains/Cereals-Production Quantity-1000 MT,"Economic Data-Gross Domestic Product, constant prices-Percent change",Economic Data-GDP (constant 2005 US$)-Million,Economic Data-Imports of goods and services (constant 2005 US$)-Million,Economic Data-Exports of goods and services (constant 2005 US$)-Million,Economic Data-WB GDP (constant 2005 US$) / FAO population-$/Person,Total Grains/Cereals-Import Quantity-1000 MT,Total Grains/Cereals-Import Value-Million US$,Total Grains/Cereals-Import Unit Value-US$ / MT,Total Grains/Cereals-Export Quantity-1000 MT,Total Grains/Cereals-Stock Variation-1000 MT,Total Grains/Cereals-Feed + Seed-1000 MT,Total Grains/Cereals-Waste + Processed + OtherUtilization-1000 MT,Total Grains/Cereals-Food Availability-1000 MT,Total Grains/Cereals-Food Availability per capita-kg/cap/yr,Population-Total Population - Both Sexes-Million,Root Crops (R&T)-FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT-Conversion Rate,Root Crops (R&T)-Area Harvested-1000 Ha,Root Crops (R&T)-Yield-MT / Ha,Root Crops (R&T)-Production Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Import Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Export Quantity-Grain Equiv. 1000 MT,Root Crops (R&T)-Stock Variation-Grain Equiv. 1000 MT,Root Crops (R&T)-Feed + Seed-Grain Equiv. 1000 MT,Root Crops (R&T)-Waste + Processed + OtherUtilization - Stock Variation-Grain Equiv. 1000 MT,Root Crops (R&T)-Food Availability-Grain Equiv. 1000 MT,Root Crops (R&T)-Food Availability per capita-kg/cap/yr,Total Grains/Cereals and Root Crops (R&T)-Production Quantity-Grain Equiv. 1000 MT,Total Grains/Cereals and Root Crops (R&T)-Food Availability per capita-kg/cap/yr,Total Grains/Cereals and Root Crops (R&T)-Food Supply-Grain Equiv. 1000 MT,Total Grains/Cereals and Root Crops (R&T)-Area Harvested-1000 Ha,Other-Food Supply-Grain Equiv. 1000 MT / yr,Other-Food Supply-Grain Equiv. kg/cap/yr,Food Aid-Cereal Food Aid-Grain Equiv. 1000 MT,Food Aid-Total-Grain Equiv. 1000 MT,Food Aid-Non-Cereal Food Aid-Grain Equiv. 1000 MT
1982,Honduras,347.787,1.261346658,438.67997,-1.391,4437.454602,2568.831206,2886.971367,1149.897539,88.825,16.966,191.0047847,6.403,53.113,71.55368,46.899,463.755,120.1749158,3.859,0.247182569,2.18,2.095949448,4.569169797,0.240014275,0.237789632,0.123591285,0.472736664,0.340864763,3.86914876,1.002629894,443.2491398,121.1775457,532.3141541,349.967,220.4273203,224.5449452,,,
1982,Jamaica,2.951,1.395798035,4.119,3.08,,,,,364.796,77.467,212.3570434,0.0,45.406,161.80819,28.294,241.94,109.9727273,2.2,0.295256557,16.046,3.371271973,54.09543009,0.543567321,2.171907233,0.0,2.817751426,5.022609291,44.62684756,20.28493071,58.21443009,130.257658,423.5539974,18.997,204.2934248,304.0085152,,,
1982,Nicaragua,287.727,1.362214877,391.946,-0.817,4646.903864,947.9668554,538.2449597,1355.968446,67.993,27.144,399.2175665,8.684,12.571,65.71044,43.719,364.342,106.3151444,3.427,0.259358289,6.272,2.867455647,17.98468182,1.22468984,0.0,0.0,6.030080214,2.006136364,11.17315508,3.260331217,409.9306818,109.5754757,479.1483717,293.999,195.8823245,224.3305554,,,
1982,Peru,808.35,1.829864428,1479.17091,-0.324,50528.76084,7564.503931,6170.583308,2783.647027,1570.65,286.161,182.1927228,1.666,69.601,921.3422,212.079,2047.554,112.8004628,18.152,0.349470374,329.59,2.74635003,905.1695063,0.13105139,0.000349,0.0,90.84118924,199.4707001,614.9874801,33.8798744,2384.340416,146.6803372,3955.121468,1137.94,1221.06763,257.889909,,,
1983,Algeria,2227.56,0.579303992,1290.4344,5.4,58699.70197,28874.40761,23051.70805,2827.130085,3766.46,669.564,177.7701077,0.0,315.0,1099.02783,307.231,3914.464,188.5307518,20.763,0.253790771,76.79,1.621580583,124.521173,90.64467323,0.308101996,1.692023072,19.5248854,23.67893275,171.653926,8.267298851,1414.955573,196.7980507,5272.060246,2304.35,1469.959997,344.8823568,,,
1983,Egypt,2013.325,3.917148493,7886.49299,8.876,35618.36961,15848.99638,6090.490745,737.791694,8114.3,1467.0,180.7919352,19.005,-375.127,3274.316,1197.826,10848.733,224.7184581,48.277,0.243622701,64.27,4.878519005,313.5424165,6.44138422,35.07947637,0.0,29.66837255,31.99838007,224.1584655,4.643173053,8200.035406,229.3616311,16320.77679,2077.595,2874.097352,351.0906587,,,
1983,Morocco,4712.1,0.759691997,3579.74466,-0.557,26848.84361,5981.152421,4246.029662,1266.992762,2014.54,309.341,153.5541612,6.138,695.877,821.604,521.791,4929.773,232.6352225,21.191,0.257733476,40.812,4.054824806,165.48551,7.5497867,10.46372137,0.0,22.1109394,17.15731747,123.303303,5.818663724,3745.23017,238.4538862,5767.319957,4752.912,1098.32512,369.9213076,,,
1983,Tunisia,1631.4,0.582934903,951.0,4.674,12643.69308,7099.338004,4420.945876,1812.715854,1133.35,185.069,163.2937751,4.991,76.111,602.55594,145.4,1418.266,203.3356272,6.975,0.246046471,9.5,3.884944272,36.90697058,5.986802721,0.662111052,0.0,2.829534411,4.288589981,35.11353786,5.034198976,987.9069706,208.3698262,2127.243773,1640.9,497.2391445,368.1629572,,,
1983,Cameroon,992.687,0.865865051,859.53298,6.844,11703.27236,1964.619055,2160.050405,1178.577277,202.008,39.051,193.3141262,0.0,-164.181,32.248,154.425,810.56,81.62739174,9.93,0.325041801,312.067,1.917409886,598.360351,0.037704849,0.0,18.85242448,79.05627689,61.44232668,457.8993873,46.11272783,1457.893331,127.7401196,1659.939036,1304.754,886.3182258,245.7305908,,,
1983,CAR,152.2,0.648357424,98.68,-6.027,965.8255531,353.6492063,233.2372062,388.6621944,14.992,4.819,321.4381003,0.0,4.549,5.5968,14.551,104.142,41.9082495,2.485,0.301884026,252.23,1.153126844,290.853184,0.0196,0.0,0.0,5.167952646,9.962776636,275.7420772,110.9626065,389.533184,152.870856,404.5448064,404.43,118.2543318,246.5886425,,,
1983,DRCongo,1212.3,0.75900061,920.13644,1.41,9828.295129,5500.18776,3566.093479,334.9679673,322.614,74.8,231.8560261,0.0,0.0,48.6025,0.0,0.0,0.0,29.341,0.0,2155.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,920.13644,,1242.75044,3367.7,,,,,
1983,Burundi,207.5,1.07953253,224.003,3.715,910.9433383,225.4380687,82.40010917,200.55996,18.456,6.172,334.4169918,0.0,0.0,8.9,72.013,171.544,37.76838397,4.542,0.29773393,159.1,2.03604347,323.9345161,0.0,0.0,0.0,2.977339302,47.19678262,273.7603942,60.27309427,547.9375161,98.04147824,566.3935161,366.6,516.9836062,217.1341629,,,
1983,Eritrea,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Ethiopia,,,,7.845,6130.606763,700.3495916,401.8381994,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Kenya,1619.035,1.666723697,2698.484,1.593,9327.19372,1356.49075,1899.165589,511.4153811,160.88,37.741,234.5909995,125.216,1.487,129.288,145.814,2456.401,134.6858756,18.238,0.308468809,193.0,2.447636069,472.3937612,0.0037,0.0996,0.0,17.7678034,29.36067819,425.1696543,23.31229599,3170.877761,157.9981716,3331.761463,1812.035,1161.976919,259.8118765,,,
1983,Rwanda,268.1,1.148836442,308.00305,6.035,1584.209168,208.3729718,136.9061894,279.4512556,24.138,9.224,382.136051,0.0,-13.4,6.687,65.383,257.57,45.43482096,5.669,0.296622928,212.387,2.362707131,501.8082793,0.0,0.0,-6.426928986,9.610582874,31.2649465,460.93275,81.30759393,809.8113293,126.7424149,833.9493293,480.487,707.8484325,256.8159945,,,
1983,Somalia,558.7,0.641312511,358.3013,,,,,,253.531,60.733,239.5486154,0.0,0.0,17.886,0.0,0.0,0.0,6.521,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,358.3013,,611.8323,562.67,,,,,
1983,Sudan,5109.18,0.493947659,2523.6675,-1.51,10291.27268,2823.377153,1520.996328,463.9888493,451.817,89.879,198.9278845,187.587,329.448,161.636,306.121,2614.71,117.8859333,22.18,0.319485658,87.96,1.0351684,91.05341246,0.415331355,0.0,0.0,0.479228487,9.146874382,81.84264095,3.689929709,2614.720912,121.575863,3066.953244,5197.14,1593.259384,238.0219931,,,
1983,Tanzania,2209.16,1.248228775,2757.53708,-0.884,,,,,232.45,68.036,292.6909013,0.0,-17.5,191.35595,614.529,2176.868,106.0231833,20.532,0.21660786,851.68,2.129329173,1813.50707,0.0,0.0,0.0,27.89805266,418.1480441,1360.47238,66.26107443,4571.04415,172.2842578,4803.49415,3060.84,1158.794492,245.3943318,,,
1983,Uganda,865.0,1.608871676,1391.674,4.899,2810.512402,643.7328608,189.8369544,202.6909276,23.056,5.85,253.7300486,30.3,-244.286,163.81,344.028,640.048,46.1595269,13.866,0.350390563,859.0,2.158226388,1853.916467,0.0,0.0,0.0,279.9809807,216.6289654,1357.30512,97.88728687,3245.590467,144.0468138,3268.646467,1724.0,1926.917437,288.2586034,,,
1983,Angola,695.4,0.480782284,334.336,4.2,,,,,287.15,59.7,207.905276,0.0,68.0,27.121,69.76,609.296,71.74941121,8.492,0.324610733,373.5,1.203710483,449.5858655,0.9738322,0.0,0.0,13.27657899,14.54256085,422.7405578,49.78103601,783.9218655,121.5304472,1072.045698,1068.9,364.4318885,197.733688,,,
1983,Lesotho,181.07,0.679831005,123.097,0.318,593.9179046,1119.676769,48.91996395,418.8419637,146.795,26.943,183.5416738,15.656,-25.833,19.55164,35.305,279.819,197.3335684,1.418,0.221948718,1.5,3.255247863,4.882871795,1.642420513,0.0,0.0,0.0,0.652529231,5.872763077,4.14158186,127.9798718,201.4751503,276.4172923,182.57,70.81981974,281.4549768,,,
1983,Madagascar,1318.715,1.187526486,1566.00899,0.9,3219.004809,1213.118026,768.8746845,346.5021323,264.625,63.796,241.0807747,0.116,-54.84,236.9853,217.902,1356.084,145.9724435,9.29,0.243207837,470.71,1.443291854,679.3719086,0.0,0.00195,0.0,96.4007769,183.3208259,399.648117,43.01917298,2245.380899,188.9916165,2510.005899,1789.425,430.8814917,250.7601171,,,
1983,Malawi,1225.333,1.139170332,1395.863,3.694,1446.916389,409.8086268,300.2578195,214.6441759,20.119,6.079,302.1521944,120.951,69.92,95.38412,112.375,1160.278,172.1225337,6.741,0.217052462,99.351,0.948349138,94.2194352,0.00977,0.276524837,0.0,9.680539824,10.63991171,73.63200914,10.92300981,1490.082435,183.0455436,1510.211203,1324.684,356.8578228,247.4507097,,,
1983,Mozambique,1274.0,0.467577708,595.694,-15.7,2058.698201,1420.468857,198.8252355,158.4467175,275.323,54.276,197.1357279,0.0,0.0,36.34,43.972,805.36,61.98414531,12.993,0.357465988,915.5,1.487652007,1361.945413,1.42986395,0.0,0.0,144.9882045,42.16311323,1176.223959,90.52751164,1957.639413,152.5116569,2234.392276,2189.5,301.549652,205.4919125,,,
1983,Swaziland,46.126,0.708700733,32.68953,1.202,842.8997236,760.2087603,456.411926,1279.058761,44.587,6.645,149.0344719,0.0,10.0,15.791,17.937,98.409,149.3308042,0.659,0.289006586,7.485,1.340589002,10.03430868,0.0,0.0,0.0,0.520211856,0.916728892,8.597367934,13.04608184,42.72383868,162.3768861,87.31083868,53.611,37.24792754,288.3653199,,,
1983,Zambia,595.308,1.645789877,979.75188,-1.145,4842.403154,398.4738566,755.8817877,760.3082358,209.814,35.0,166.8144166,0.0,76.5,47.47175,78.467,1149.274,180.448108,6.369,0.350837615,58.35,2.338917436,136.4758324,0.0,0.0,0.0,0.199977441,7.595634374,128.6802206,20.20414831,1116.227712,200.6522563,1326.041712,653.658,154.6352842,257.0840298,,,
1983,Zimbabwe,1896.567,0.633569692,1201.60737,,5412.923931,2001.526044,1902.411051,660.5960375,74.799,9.584,128.1300552,498.381,1129.875,352.5362,147.537,1394.037,170.1289968,8.194,0.346468401,21.0,1.580555851,33.19167286,0.0,0.507922677,0.0,0.571672862,1.75139777,30.36067955,3.705233043,1234.799043,173.8342299,1309.598043,1917.567,443.5026564,275.5035283,,,
1983,Benin,585.376,0.596867654,349.392,-2.0,1791.240281,530.7222756,177.2203135,457.1823074,114.118,23.829,208.8101789,2.99,3.857,22.77014,100.416,347.977,88.81495661,3.918,0.351296044,176.988,2.444166022,432.5880559,0.0836,1.83095498,0.0,137.2480445,49.37430764,244.2185505,62.3324529,781.9800559,151.1474095,896.1816644,762.364,145.5452279,218.449124,,,
1983,Burkina Faso,2173.976,0.508790345,1106.098,-1.2,1924.419188,798.6133951,220.9688846,247.8643983,81.953,21.967,268.0438788,12.528,71.334,32.05442,171.383,1076.563,138.6608707,7.764,0.334801762,15.475,3.151030865,48.76220264,0.124546256,0.0,0.0,0.167400881,4.300528634,44.41848458,5.721082507,1154.860203,144.3819532,1236.937749,2189.451,345.3564011,202.8950312,,,
1983,Cape Verde,7.0,0.385714286,2.7,9.523,205.3730367,159.7983389,50.5791602,651.9778942,70.97,8.783,123.7565168,0.16,2.0,22.0,3.775,50.187,159.3238095,0.315,0.271889556,1.237,0.736321756,0.910830012,0.570424288,0.0,0.0,0.0272,0.108755822,1.345309523,4.270823881,3.610830012,163.5946334,75.1512543,8.237,21.18025721,272.5449196,,,
1983,Chad,860.635,0.515579009,443.72534,15.659,1803.075391,1653.564096,747.3559842,369.2556607,151.174,23.387,154.7025282,0.0,-40.143,24.10765,68.87,467.583,95.75732132,4.883,0.358335352,104.2,1.858735679,193.6802578,0.0,0.0,0.0,10.14447382,18.66031346,164.8754705,33.76519978,637.4055978,129.5225211,788.5795978,964.835,252.3293429,195.6533789,,,
1983,Côte d'Ivoire,1043.5,0.669865836,699.005,-2.5,12098.14128,3513.042287,3684.876306,1249.291747,597.147,133.161,222.9953429,2.497,27.622,120.832,156.503,1132.026,116.8965304,9.684,0.323599033,648.252,1.882670153,1220.444692,3.256700668,0.261468019,0.0,224.7168765,105.0722824,893.6504424,92.28112788,1919.449692,209.1776582,2519.853393,1691.752,586.6563395,314.4527583,,,
1983,Gambia,54.5,1.091902752,59.5087,13.518,310.2476722,325.865389,207.3654584,440.0676201,38.391,8.592,223.8024537,0.0,18.069,7.519,10.708,99.897,141.6978723,0.705,0.341212889,2.0,1.023638666,2.047277332,0.0682,0.0,0.0,0.0,0.102363867,2.013156043,2.855540487,61.55597733,144.5534128,100.0152199,56.5,25.1220818,234.9695959,,,
1983,Ghana,835.0,0.501413174,418.68,-3.458,3815.824683,228.529002,212.0040937,316.9289603,211.581,42.34,200.1124865,0.0,198.113,182.355,138.517,514.99,42.77325581,12.04,0.339419795,466.0,2.413813737,1124.837201,0.0319,0.0,0.0,7.014788908,244.3500077,873.5043102,72.55019188,1543.517201,115.3234477,1755.130107,1301.0,633.161412,184.3811457,,,
1983,Guinea,548.955,1.125026405,617.58887,1.3,370.3021308,119.4361205,22.25206178,79.12438691,111.745,26.1,233.5674974,0.0,3.335,30.3437,128.541,581.903,124.3382479,4.68,0.315384097,92.41,2.230998641,206.1665844,0.0,0.0,0.0,0.990306065,23.02966216,182.1466161,38.92021712,823.7554544,163.258465,935.5004544,641.365,277.4762984,261.5203466,,,
1983,Guinea-Bissau,208.3,0.539822372,112.445,-3.4,,,,,26.099,8.13,311.506188,0.0,7.964,6.359,12.924,128.013,143.8348315,0.89,0.30711091,8.0,1.91944319,15.35554552,0.0283,0.0461,0.0,0.0,1.536475885,13.8012572,15.50703057,127.8005455,159.341862,153.9277997,216.3,35.22598212,223.186549,,,
1983,Liberia,235.71,0.820627042,193.43,,1120.380882,688.5233001,662.6696633,526.9900666,101.746,41.374,406.6400645,2.245,-0.129,11.982,22.486,266.282,125.2502352,2.126,0.295759509,50.5,1.874119659,94.64304276,0.388036475,0.0,0.0,0.0,1.498317671,93.53276156,43.99471381,288.0730428,169.244949,390.2070792,286.21,67.77041662,242.4513826,,,
1983,Mali,1762.95,0.799621657,1409.693,-5.126,2363.2112,659.0723367,256.7641176,306.4329876,150.504,33.603,223.2698134,0.0,-166.056,207.11459,123.412,1076.738,139.6185166,7.712,0.327630453,6.98,1.486165532,10.37343541,0.00197,0.0,0.0,0.0161,0.502585115,9.85676219,1.27810713,1420.066435,140.8966237,1570.572401,1769.93,273.905402,191.5359017,,,
1983,Mauritania,102.61,0.392885684,40.314,,1164.901676,1118.324239,971.8407561,704.2936373,297.165,65.445,220.2311847,0.0,-67.774,3.898,12.443,253.363,153.1819831,1.654,0.271285966,2.6,0.532137856,1.383558426,1.010540223,0.0,0.0,0.026,0.239274222,2.128780975,1.287050166,41.69755843,154.4690332,339.8730986,105.21,156.1995934,293.0944689,,,
1983,Niger,4284.205,0.398446526,1707.0266,-3.864,2311.817101,622.2102717,481.4340759,362.2402226,128.213,38.663,301.5528847,11.339,-81.039,268.5536,178.545,1301.254,203.8943905,6.382,0.422130419,32.1,2.708998953,86.95886638,0.183204602,0.0,0.0,0.0507,8.696730899,78.39468443,12.2837174,1793.985466,216.1781079,1922.381671,4316.305,469.2187239,308.4271957,,,
1983,Nigeria,5785.0,1.452335348,8401.75999,-5.05,46811.54405,14096.02971,16211.78639,573.4179045,1475.27,624.498,423.3109871,0.0,15.714,1473.16,1256.26,7335.107,89.85137684,81.636,0.272521883,2078.0,2.00784891,4172.310035,0.0,0.0,0.0,1185.647332,1003.743063,1982.91964,24.28976971,12574.07002,114.1411466,14049.34002,7863.0,3884.6583,201.4317153,,,
1983,Senegal,912.518,0.533677341,486.99018,-5.326,4252.79006,2068.408627,1687.029068,723.3866406,556.567,106.92,192.1062514,5.221,270.425,106.9933,132.164,1066.469,181.4031298,5.879,0.300462304,8.705,1.211099522,10.54262134,3.8594383,0.0358,0.0,0.211525462,1.814191394,12.34058777,2.099096405,497.5328013,183.5022262,1057.95924,921.223,251.4875123,278.4943959,,,
1983,Sierra Leone,413.5,0.873285127,361.1034,-1.576,1429.713352,175.8251163,120.7370204,423.7443247,59.297,17.746,299.2731504,0.0,39.404,39.0542,46.937,385.836,114.3556609,3.374,0.3065349,41.5,0.958013893,39.75757657,0.228675036,0.130277333,0.0,0.0,0.757141204,39.09883307,11.58827299,400.8609766,125.9439339,460.3866516,455.0,125.9891744,211.9576377,,,
1983,Togo,389.4,0.739884463,288.11101,-5.156,1280.004171,1029.908954,676.5662746,434.0468536,80.945,20.796,256.9151893,0.122,13.902,15.5611,63.158,313.738,106.3879281,2.949,0.349870696,159.4,1.631396131,260.0445433,0.333076902,0.0035,0.0,11.30082347,39.04172104,210.031577,71.22128754,548.1555533,177.6092157,629.4336302,548.8,94.07654446,233.4938514,,,
1983,Namibia,210.0,0.399047619,83.8,,3305.415505,1353.79455,1246.743353,3054.912667,65.0,9.2,141.5384615,0.0,-6.5,5.684,9.143,127.473,117.8123845,1.082,0.302558597,22.0,2.654264058,58.39380927,0.0,0.0,0.0,0.0,11.67876185,46.71504741,43.17472035,142.1938093,160.9871048,207.1938093,232.0,58.00676582,264.7273966,,,
1983,Congo,16.6,0.713373494,11.842,2.393,4162.537858,1355.696121,2680.840799,2119.418461,79.926,17.141,214.4608763,0.001,1.333,0.364,18.538,90.703,46.18279022,1.964,0.363703119,101.538,2.561259704,260.0651878,0.19712709,0.00255,-19.39737844,0.120022029,27.2515473,232.8907456,118.5798094,271.9071878,164.7625996,352.0303149,118.138,114.9208843,266.6030995,,,
1983,Afghanistan,2649.0,1.311608154,3474.45,,,,,,79.503,16.878,212.2938757,0.0,0.0,199.51998,0.0,0.0,0.0,13.3,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3474.45,,3553.953,2666.0,,,,,
1983,Bangladesh,10423.553,1.510403338,15743.76925,4.61,22206.00855,3693.605458,1360.063797,253.8990229,1833.76,270.753,147.6490926,0.16,-453.097,1030.327,393.19,15700.095,179.5117196,87.46,0.22402279,176.155,2.345913039,413.2443114,2.228354691,0.0336,0.0,24.68596731,41.32458796,349.4287315,3.995297639,16157.01356,183.5070173,17993.00192,10599.708,1401.685595,215.9203473,,,
1983,India,106613.208,1.283102931,136795.7196,7.769,240043.4631,19689.67299,14158.62416,320.0434421,3414.26,720.72,211.0911296,239.116,-5302.648,9977.425,5171.164,119483.521,159.3041395,750.034,0.228052306,1253.3,3.072201003,3850.389517,0.0144,1.311072705,0.0,289.8271141,464.9799508,3094.294869,4.125539467,140646.1092,163.429679,144060.3835,107866.508,32119.6976,241.7135035,,,
1983,Indonesia,12164.696,2.353859167,28633.98119,4.193,95913.85246,29620.65498,25604.13451,594.8293444,2977.26,729.914,245.1630022,19.339,-1541.816,1427.952,2747.803,26053.417,161.5755864,161.246,0.30128291,1575.286,2.828244676,4455.294243,48.84790205,311.4596441,-13.10580658,154.6721503,581.0756113,3456.934872,21.43888761,33089.27543,183.014474,36115.38334,13739.982,4872.254173,248.961917,,,
1983,North Korea,1592.0,3.011110546,4793.68799,12.182,,,,,350.0,68.0,194.2857143,120.0,0.0,1855.654,714.23,2450.666,135.3136768,18.111,0.251102191,69.0,3.129679485,215.9478845,0.0,0.0,0.0,42.48649075,21.59478845,151.8666053,8.385324126,5009.635874,143.6990009,5359.635874,1661.0,1361.56817,236.4787027,,,
1983,Nepal,2470.0,1.373569089,3392.71565,-2.978,2905.142338,619.2359303,297.2263628,179.8515655,79.33,18.532,233.6064541,4.309,-172.529,434.7554,357.266,2534.401,156.899709,16.153,0.208643647,74.2,1.270898506,94.30066915,4.888312006,0.544768562,0.0,12.30997517,12.69596592,73.6382715,4.558798458,3487.016319,161.4585075,3571.234631,2544.2,523.5206985,201.5712912,,,
1983,Pakistan,11401.3,1.529007195,17432.66973,6.778,38926.02681,9863.431036,4106.474001,436.390435,396.052,68.98,174.1690485,1028.09,-1715.425,1576.2384,631.821,12929.974,144.9548655,89.2,0.235935024,66.815,2.666014567,178.1297633,1.108894612,1.74096454,0.0,11.69931002,12.49700634,153.301377,1.718625302,17610.79949,146.6734908,18007.96039,11468.115,4670.396082,254.6149543,,,
1983,Philippines,6414.37,1.281191606,8218.037,1.875,57362.75106,13664.30425,13439.36158,1121.088808,1345.95,233.361,173.3801404,40.435,-257.557,2454.19,747.254,6313.172,123.3836653,51.167,0.304331657,376.652,1.679766889,632.6875583,1.246542465,3.209177318,0.0,55.19450222,41.23085283,534.2998728,10.44227476,8850.724558,133.82594,10197.9211,6791.022,3228.826928,234.0160703,,,
1983,Sri Lanka,824.826,2.062982775,1701.60183,3.314,9247.285287,3831.280006,2434.692854,586.5705859,776.529,138.741,178.6681502,1.292,-123.717,87.134,73.282,2220.457,140.8472566,15.765,0.439420606,76.59,5.332830043,408.441453,1.76295547,0.156433736,0.0,99.37716707,22.43022482,288.2405828,18.28357645,2110.043283,159.130833,2888.335238,901.416,1112.333841,259.5020602,,,
1983,Vietnam,5990.0,1.719829883,10301.781,7.093,,,,,270.35,45.6,168.6702423,113.0,196.176,629.5345,1166.437,9003.543,156.2653904,57.617,0.256537697,732.76,1.753745138,1285.074288,0.0,0.243710813,0.0,706.7593041,64.25371438,513.8175584,8.917811729,11586.85529,165.1832022,11857.20529,6722.76,1641.244022,202.3771045,,,
1983,Cambodia,1661.0,0.844679705,1403.01299,,,,,,82.751,22.0,265.8578144,0.0,-86.367,115.82,122.57,1191.729,165.2425125,7.212,0.281844669,17.8,1.83674054,32.69398161,0.0,0.0,0.0,0.0,1.63469908,31.05928253,4.306611554,1435.706972,169.549124,1518.457972,1678.8,171.0040354,198.0600849,,,
1983,Laos,724.141,1.057742235,765.95452,3.0,,,,,41.779,11.4,272.8643577,0.0,-32.238,126.33348,75.138,598.97,173.2128398,3.458,0.285134013,21.24,2.766162384,58.75328905,0.0,0.0,0.0,5.873760668,5.875471472,47.00434204,13.59292714,824.707809,186.8057669,866.486809,745.381,103.3267282,221.0047393,,,
1983,Mongolia,585.8,1.387504268,812.8,5.792,1375.569008,858.6544857,366.0137488,752.9113343,90.604,19.9,219.6371021,68.9,-114.0,355.4,88.947,286.181,156.6398467,1.827,0.247802198,9.6,2.516741071,24.16071429,1.189450549,0.0,0.0,14.03799451,1.449642857,9.862527473,5.398208797,836.9607143,162.0380555,928.7541648,595.4,225.1405073,314.5408047,,,
1983,Yemen,894.871,0.526440124,471.096,,,,,,734.974,146.815,199.7553655,0.128,388.952,57.89095,43.699,1477.801,164.4193369,8.988,0.248752502,13.076,3.31223583,43.31079571,0.447754504,0.170146712,0.0,2.368870081,1.312666956,39.90686647,4.440016296,514.4067957,168.8593532,1249.82855,907.947,362.0449963,245.4753534,,,
1983,Armenia,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Azerbaijan,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Georgia,,,,,13972.12995,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Kyrgyzstan,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Tajikistan,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Turkmenistan,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Uzbekistan,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Moldova,,,,,5348.858641,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1983,Bolivia,476.083,1.000319272,476.235,-4.042,5174.905307,695.0481554,986.4982859,906.4468921,383.595,72.933,190.1302155,0.702,81.105,253.58889,82.448,618.146,108.275705,5.709,0.274295869,136.002,1.07103701,145.6631754,0.00219,0.0,27.42958688,46.28742787,-9.930607636,109.3088238,19.14675491,621.8981754,127.4224599,1005.49537,612.085,470.5627623,254.7900188,,,
1983,Colombia,1344.19,2.064683564,2775.327,1.574,69572.46551,7304.888858,5677.039317,2421.680724,1093.58,194.867,178.1918104,6.87,-99.433,1075.227,238.687,2514.965,87.54098646,28.729,0.233464132,347.1,2.581288677,895.9652999,0.0315,0.895801875,-0.0147,134.7909836,112.1307215,648.1793106,22.56184728,3671.2923,110.1028337,4764.903818,1691.29,2196.984982,257.1928173,,,
1983,DomRep,146.607,2.829095337,414.76518,4.628,13913.7584,3482.03189,4432.229762,2243.069225,385.53,56.741,147.176614,0.0,-9.0,248.36491,47.048,529.888,85.42447203,6.203,0.292440318,30.102,1.715150517,51.62946088,0.0,11.41891711,0.0,0.332212202,5.162741379,34.71588263,5.596627862,466.3946409,91.02109989,851.9246409,176.709,583.1996431,253.2538081,,,
1983,Ecuador,358.299,1.311800563,470.01683,-2.8,21959.58706,4780.345692,3047.704422,2544.56397,376.877,89.663,237.9105119,0.006,56.175,127.35511,137.747,642.923,74.4986095,8.63,0.266488936,53.477,2.717771548,145.338269,0.0,0.0,0.0,36.61078304,4.319785657,104.4077003,12.09822715,615.355099,86.59683666,992.232099,411.776,646.8383276,251.3618797,,,
